file_url,title,date,article_title,article_url,publication,description
https://firstlook.org/theintercept/document/2014/10/10/target-exploitation-classification-guide/,Target Exploitation Classification Guide,10/10/14,Core Secrets: NSA Saboteurs in China and Germany,https://firstlook.org/theintercept/2014/10/10/core-secrets/,Intercept," NSA agents use “physical subversion” to infiltrate networks and devices, documents show."
https://firstlook.org/theintercept/document/2014/10/10/computer-network-exploitation-classification-guide/,Computer Network Exploitation Classification Guide,10/10/14,Core Secrets: NSA Saboteurs in China and Germany,https://firstlook.org/theintercept/2014/10/10/core-secrets/,Intercept," NSA agents use “physical subversion” to infiltrate networks and devices, documents show."
https://firstlook.org/theintercept/document/2014/10/10/nsa-exceptionally-controlled-information-listing-12-september-2003/,"NSA Exceptionally Controlled Information Listing, 12 September 2003",10/10/14,Core Secrets: NSA Saboteurs in China and Germany,https://firstlook.org/theintercept/2014/10/10/core-secrets/,Intercept," NSA agents use “physical subversion” to infiltrate networks and devices, documents show."
https://firstlook.org/theintercept/document/2014/10/10/eci-whipgenie-classification-guide/,ECI WHIPGENIE Classification Guide,10/10/14,Core Secrets: NSA Saboteurs in China and Germany,https://firstlook.org/theintercept/2014/10/10/core-secrets/,Intercept," NSA agents use “physical subversion” to infiltrate networks and devices, documents show."
https://firstlook.org/theintercept/document/2014/10/10/nsa-classification-guide-eci-pawleys/,NSA Classification Guide for ECI Pawleys,10/10/14,Core Secrets: NSA Saboteurs in China and Germany,https://firstlook.org/theintercept/2014/10/10/core-secrets/,Intercept," NSA agents use “physical subversion” to infiltrate networks and devices, documents show."
https://firstlook.org/theintercept/document/2014/10/10/eci-control-authorities/,Exceptionally Controlled Information Compartments,10/10/14,Core Secrets: NSA Saboteurs in China and Germany,https://firstlook.org/theintercept/2014/10/10/core-secrets/,Intercept," NSA agents use “physical subversion” to infiltrate networks and devices, documents show."
https://firstlook.org/theintercept/document/2014/10/10/cno-core-secrets/,CNO Core Secrets Slide Slices,10/10/14,Core Secrets: NSA Saboteurs in China and Germany,https://firstlook.org/theintercept/2014/10/10/core-secrets/,Intercept," NSA agents use “physical subversion” to infiltrate networks and devices, documents show."
https://firstlook.org/theintercept/document/2014/10/10/cno-core-secrets-security-structure/,CNO Core Secrets Security Structure,10/10/14,Core Secrets: NSA Saboteurs in China and Germany,https://firstlook.org/theintercept/2014/10/10/core-secrets/,Intercept," NSA agents use “physical subversion” to infiltrate networks and devices, documents show."
https://firstlook.org/theintercept/document/2014/10/10/cno-core-secrets-2/,CNO Core Secrets,10/10/14,Core Secrets: NSA Saboteurs in China and Germany,https://firstlook.org/theintercept/2014/10/10/core-secrets/,Intercept," NSA agents use “physical subversion” to infiltrate networks and devices, documents show."
https://firstlook.org/theintercept/document/2014/09/15/new-zealand-visit-precis/,New Zealand Visit Precis,9/15/14,Treasure Map Announces a New Release,https://firstlook.org/theintercept/2014/09/15/new-zealand-gcsb-speargun-mass-surveillance/,Intercept,"New Zealand began work on a program to intercept citizens' metadata, according to NSA documents."
https://firstlook.org/theintercept/document/2014/08/25/cia-colleagues-enthusiastically-welcome-nsa-training,CIA Colleagues Enthusiastically Welcome NSA Training,8/25/14,The Surveillance Engine: How the NSA Built Its Own Secret Google,https://firstlook.org/theintercept/article/2014/08/25/icreach-nsa-cia-secret-google-crisscross-proton,Intercept,The NSA is secretly using a Google-like tool to share its vast pools of surveillance data with law enforcement agencies.
https://firstlook.org/theintercept/document/2014/08/25/sharing-communications-metadata-across-u-s-intelligence-community,Sharing Communications Metadata Across the U.S. Intelligence Community,8/25/14,The Surveillance Engine: How the NSA Built Its Own Secret Google,https://firstlook.org/theintercept/article/2014/08/25/icreach-nsa-cia-secret-google-crisscross-proton,Intercept,The NSA is secretly using a Google-like tool to share its vast pools of surveillance data with law enforcement agencies.
https://firstlook.org/theintercept/document/2014/08/25/icreach-wholesale-sharing-2007,ICREACH Wholesale Sharing (2007),8/25/14,The Surveillance Engine: How the NSA Built Its Own Secret Google,https://firstlook.org/theintercept/article/2014/08/25/icreach-nsa-cia-secret-google-crisscross-proton,Intercept,The NSA is secretly using a Google-like tool to share its vast pools of surveillance data with law enforcement agencies.
https://firstlook.org/theintercept/document/2014/08/25/decision-memorandum-dni-icreach,Decision Memorandum for the DNI on ICREACH,8/25/14,The Surveillance Engine: How the NSA Built Its Own Secret Google,https://firstlook.org/theintercept/article/2014/08/25/icreach-nsa-cia-secret-google-crisscross-proton,Intercept,The NSA is secretly using a Google-like tool to share its vast pools of surveillance data with law enforcement agencies.
https://firstlook.org/theintercept/document/2014/08/25/metadata-sharing-memorandum-2005,Metadata Sharing Memorandum (2005),8/25/14,The Surveillance Engine: How the NSA Built Its Own Secret Google,https://firstlook.org/theintercept/article/2014/08/25/icreach-nsa-cia-secret-google-crisscross-proton,Intercept,The NSA is secretly using a Google-like tool to share its vast pools of surveillance data with law enforcement agencies.
https://firstlook.org/theintercept/document/2014/08/25/crisscross-proton-point-paper,CRISSCROSS/PROTON Point Paper,8/25/14,The Surveillance Engine: How the NSA Built Its Own Secret Google,https://firstlook.org/theintercept/article/2014/08/25/icreach-nsa-cia-secret-google-crisscross-proton,Intercept,The NSA is secretly using a Google-like tool to share its vast pools of surveillance data with law enforcement agencies.
https://firstlook.org/theintercept/document/2014/08/25/black-budget-extracts,Black Budget Extracts,8/25/14,The Surveillance Engine: How the NSA Built Its Own Secret Google,https://firstlook.org/theintercept/article/2014/08/25/icreach-nsa-cia-secret-google-crisscross-proton,Intercept,The NSA is secretly using a Google-like tool to share its vast pools of surveillance data with law enforcement agencies.
https://firstlook.org/theintercept/document/2014/08/25/sharing-sigint-metadata-icreach,Sharing SIGINT metadata on ICREACH,8/25/14,The Surveillance Engine: How the NSA Built Its Own Secret Google,https://firstlook.org/theintercept/article/2014/08/25/icreach-nsa-cia-secret-google-crisscross-proton,Intercept,The NSA is secretly using a Google-like tool to share its vast pools of surveillance data with law enforcement agencies.
https://firstlook.org/theintercept/document/2014/08/25/metadata-policy-conference,Metadata Policy Conference (2008),8/25/14,The Surveillance Engine: How the NSA Built Its Own Secret Google,https://firstlook.org/theintercept/article/2014/08/25/icreach-nsa-cia-secret-google-crisscross-proton,Intercept,The NSA is secretly using a Google-like tool to share its vast pools of surveillance data with law enforcement agencies.
https://firstlook.org/theintercept/document/2014/08/12/gchq-covert-mobile-phones-policy/,GCHQ Covert Mobile Phones Policy,8/5/14,GCHQ Covert Mobile Phones Policy,https://firstlook.org/theintercept/2014/08/12/nprs-dina-temple-raston-passed-cia-funded-nsa-contractor-independent-fear-monger-snowden-reporting/,Intercept,"On August 1, NPR’s Morning Edition broadcast a story by NPR national security reporter Dina Temple-Raston touting explosive claims from what she called “a tech firm based in Cambridge, Massachusetts.” That firm, Recorded Future, worked together with “a cyber expert, Mario Vuksan, the CEO of ReversingLabs,” to produce a new report that purported to vindicate the repeated>>"
https://firstlook.org/theintercept/document/2014/08/05/directorate-terrorist-identities-dti-strategic-accomplishments-2013/,Directorate of Terrorist Identities (DTI) Strategic Accomplishments 2013,8/3/14,Directorate of Terrorist Identities (DTI) Strategic Accomplishments 2013,https://firstlook.org/theintercept/article/2014/08/05/watch-commander/,Intercept,"Nearly half of the people on the U.S. government’s widely shared database of terrorist suspects are not connected to any known terrorist group, according to classified government documents obtained by The Intercept. Of the 680,000 people caught up in the government’s Terrorist Screening Database—a watchlist of “known or suspected terrorists” that is shared with local>>"
https://firstlook.org/theintercept/document/2014/08/03/nsa-intelligence-relationship-israel,NSA Intelligence Relationship with Israel,8/3/14,Israel-US 1999 Agreement,https://firstlook.org/theintercept/2014/08/04/cash-weapons-surveillance/,Intercept,"The U.S. government has long lavished overwhelming aid on Israel, providing cash, weapons and surveillance technology that play a crucial role in Israel’s attacks on its neighbors. But top secret documents provided by NSA whistleblower Edward Snowden shed substantial new light on how the U.S. and its partners directly enable Israel’s military assaults – such as>>"
https://firstlook.org/theintercept/document/2014/08/03/israel-us-1999-agreement/,Israel-US 1999 Agreement,8/3/14,Israel-US 1999 Agreement,https://firstlook.org/theintercept/2014/08/04/cash-weapons-surveillance/,Intercept,"The U.S. government has long lavished overwhelming aid on Israel, providing cash, weapons and surveillance technology that play a crucial role in Israel’s attacks on its neighbors. But top secret documents provided by NSA whistleblower Edward Snowden shed substantial new light on how the U.S. and its partners directly enable Israel’s military assaults – such as>>"
https://firstlook.org/theintercept/document/2014/07/25/saudi-arabia-information-paper/,Saudi Arabia Information Paper,7/23/14,Saudi Arabia Information Paper,https://firstlook.org/theintercept/2014/07/25/nsas-new-partner-spying-saudi-arabias-brutal-state-police/,Intercept,"The National Security Agency last year significantly expanded its cooperative relationship with the Saudi Ministry of Interior, one of the world’s most repressive and abusive government agencies. An April 2013 top secret memo provided by NSA whistleblower Edward Snowden details the agency’s plans “to provide direct analytic and technical support” to the Saudis on “internal>>"
https://firstlook.org/theintercept/document/2014/07/14/jtrig-tools-techniques/,JTRIG Tools and Techniques,7/14/14,GCHQ's Joint Threat Research Intelligence Group,https://firstlook.org/theintercept/2014/07/14/manipulating-online-polls-ways-british-spies-seek-control-internet/,Intercept,"The secretive British spy agency GCHQ has developed covert tools to seed the internet with false information, including the ability to manipulate the results of online polls, artificially inflate pageview counts on web sites, “amplif[y]” sanctioned messages on YouTube, and censor video content judged to be “extremist.” The capabilities, detailed in documents provided by NSA>>"
https://firstlook.org/theintercept/document/2014/07/08/fisa-dataflow/,FISA dataflow,7/9/14,Spying on Muslim-American Leaders,https://firstlook.org/theintercept/article/2014/07/09/under-surveillance/,Intercept,"The National Security Agency and FBI have covertly monitored the emails of prominent Muslim-Americans—including a political candidate and several civil rights activists, academics, and lawyers—under secretive procedures intended to target terrorists and foreign spies. According to documents provided by NSA whistleblower Edward Snowden, the list of Americans monitored by their own government includes: • Faisal>>"
https://firstlook.org/theintercept/document/2014/05/19/somalget-memo/,SOMALGET,5/19/14,Data Pirates of the Caribbean: The NSA is Recording Every Cell Phone Call in the Bahamas,https://firstlook.org/theintercept/article/2014/05/19/data-pirates-caribbean-nsa-recording-every-cell-phone-call-bahamas/,Intercept,"The National Security Agency is secretly intercepting, recording, and archiving the audio of virtually every cell phone conversation on the island nation of the Bahamas. According to documents provided by NSA whistleblower Edward Snowden, the surveillance is part of a top-secret system – code-named SOMALGET – that was implemented without the knowledge or consent of the Bahamian>>"
https://firstlook.org/theintercept/document/2014/05/19/sidtoday-dea-warfighter/,SIDToday: DEA – The “Other” Warfighter,5/19/14,Data Pirates of the Caribbean: The NSA is Recording Every Cell Phone Call in the Bahamas,https://firstlook.org/theintercept/article/2014/05/19/data-pirates-caribbean-nsa-recording-every-cell-phone-call-bahamas/,Intercept,"The National Security Agency is secretly intercepting, recording, and archiving the audio of virtually every cell phone conversation on the island nation of the Bahamas. According to documents provided by NSA whistleblower Edward Snowden, the surveillance is part of a top-secret system – code-named SOMALGET – that was implemented without the knowledge or consent of the Bahamian>>"
https://firstlook.org/theintercept/document/2014/05/19/sso-dictionary-excerpt/,SSO Dictionary Excerpt,5/19/14,Data Pirates of the Caribbean: The NSA is Recording Every Cell Phone Call in the Bahamas,https://firstlook.org/theintercept/article/2014/05/19/data-pirates-caribbean-nsa-recording-every-cell-phone-call-bahamas/,Intercept,"The National Security Agency is secretly intercepting, recording, and archiving the audio of virtually every cell phone conversation on the island nation of the Bahamas. According to documents provided by NSA whistleblower Edward Snowden, the surveillance is part of a top-secret system – code-named SOMALGET – that was implemented without the knowledge or consent of the Bahamian>>"
https://firstlook.org/theintercept/document/2014/05/19/mystic/,MYSTIC,5/19/14,Data Pirates of the Caribbean: The NSA is Recording Every Cell Phone Call in the Bahamas,https://firstlook.org/theintercept/article/2014/05/19/data-pirates-caribbean-nsa-recording-every-cell-phone-call-bahamas/,Intercept,"The National Security Agency is secretly intercepting, recording, and archiving the audio of virtually every cell phone conversation on the island nation of the Bahamas. According to documents provided by NSA whistleblower Edward Snowden, the surveillance is part of a top-secret system – code-named SOMALGET – that was implemented without the knowledge or consent of the Bahamian>>"
https://firstlook.org/theintercept/document/2014/05/19/sso-march-14-2013/,"SSO March 14, 2013",5/19/14,Data Pirates of the Caribbean: The NSA is Recording Every Cell Phone Call in the Bahamas,https://firstlook.org/theintercept/article/2014/05/19/data-pirates-caribbean-nsa-recording-every-cell-phone-call-bahamas/,Intercept,"The National Security Agency is secretly intercepting, recording, and archiving the audio of virtually every cell phone conversation on the island nation of the Bahamas. According to documents provided by NSA whistleblower Edward Snowden, the surveillance is part of a top-secret system – code-named SOMALGET – that was implemented without the knowledge or consent of the Bahamian>>"
https://firstlook.org/theintercept/document/2014/05/19/sso-april-18-2013-whats-new/,"SSO April 18, 2013 – What’s New",5/19/14,Data Pirates of the Caribbean: The NSA is Recording Every Cell Phone Call in the Bahamas,https://firstlook.org/theintercept/article/2014/05/19/data-pirates-caribbean-nsa-recording-every-cell-phone-call-bahamas/,Intercept,"The National Security Agency is secretly intercepting, recording, and archiving the audio of virtually every cell phone conversation on the island nation of the Bahamas. According to documents provided by NSA whistleblower Edward Snowden, the surveillance is part of a top-secret system – code-named SOMALGET – that was implemented without the knowledge or consent of the Bahamian>>"
https://firstlook.org/theintercept/document/2014/05/19/sso-may-2-2013/,"SSO May 2, 2013",5/19/14,Data Pirates of the Caribbean: The NSA is Recording Every Cell Phone Call in the Bahamas,https://firstlook.org/theintercept/article/2014/05/19/data-pirates-caribbean-nsa-recording-every-cell-phone-call-bahamas/,Intercept,"The National Security Agency is secretly intercepting, recording, and archiving the audio of virtually every cell phone conversation on the island nation of the Bahamas. According to documents provided by NSA whistleblower Edward Snowden, the surveillance is part of a top-secret system – code-named SOMALGET – that was implemented without the knowledge or consent of the Bahamian>>"
https://firstlook.org/theintercept/document/2014/05/19/sso-may-3-2013-mystic/,"SSO May 3, 2013 – MYSTIC",5/19/14,Data Pirates of the Caribbean: The NSA is Recording Every Cell Phone Call in the Bahamas,https://firstlook.org/theintercept/article/2014/05/19/data-pirates-caribbean-nsa-recording-every-cell-phone-call-bahamas/,Intercept,"The National Security Agency is secretly intercepting, recording, and archiving the audio of virtually every cell phone conversation on the island nation of the Bahamas. According to documents provided by NSA whistleblower Edward Snowden, the surveillance is part of a top-secret system – code-named SOMALGET – that was implemented without the knowledge or consent of the Bahamian>>"
https://firstlook.org/theintercept/document/2014/05/19/sso-may-3-2012/,"SSO May 3, 2012",5/19/14,Data Pirates of the Caribbean: The NSA is Recording Every Cell Phone Call in the Bahamas,https://firstlook.org/theintercept/article/2014/05/19/data-pirates-caribbean-nsa-recording-every-cell-phone-call-bahamas/,Intercept,"The National Security Agency is secretly intercepting, recording, and archiving the audio of virtually every cell phone conversation on the island nation of the Bahamas. According to documents provided by NSA whistleblower Edward Snowden, the surveillance is part of a top-secret system – code-named SOMALGET – that was implemented without the knowledge or consent of the Bahamian>>"
https://firstlook.org/theintercept/document/2014/05/19/black-budget/,Black Budget,5/19/14,Data Pirates of the Caribbean: The NSA is Recording Every Cell Phone Call in the Bahamas,https://firstlook.org/theintercept/article/2014/05/19/data-pirates-caribbean-nsa-recording-every-cell-phone-call-bahamas/,Intercept,"The National Security Agency is secretly intercepting, recording, and archiving the audio of virtually every cell phone conversation on the island nation of the Bahamas. According to documents provided by NSA whistleblower Edward Snowden, the surveillance is part of a top-secret system – code-named SOMALGET – that was implemented without the knowledge or consent of the Bahamian>>"
https://firstlook.org/theintercept/document/2014/04/30/lobban-nsa-visit-precis/,Lobban NSA Visit Précis,4/30/14,Prism Olympics,https://firstlook.org/theintercept/article/2014/04/30/gchq-prism-nsa-fisa-unsupervised-access-snowden/,Intercept,Secret documents reveal that British surveillance agency GCHQ coveted the NSA's vast troves of private communications and sought “unsupervised access” to its data as recently as last year.
https://firstlook.org/theintercept/document/2014/04/30/prism-olympic-option/,PRISM Olympic Option,4/30/14,Prism Olympics,https://firstlook.org/theintercept/article/2014/04/30/gchq-prism-nsa-fisa-unsupervised-access-snowden/,Intercept,Secret documents reveal that British surveillance agency GCHQ coveted the NSA's vast troves of private communications and sought “unsupervised access” to its data as recently as last year.
https://firstlook.org/theintercept/document/2014/04/30/ghostmachine-identifier-lead-triage-echobase,GHOSTMACHINE: Identifier Lead Triage with ECHOBASE,4/30/14,Prism Olympics,https://firstlook.org/theintercept/article/2014/04/30/gchq-prism-nsa-fisa-unsupervised-access-snowden/,Intercept,Secret documents reveal that British surveillance agency GCHQ coveted the NSA's vast troves of private communications and sought “unsupervised access” to its data as recently as last year.
https://firstlook.org/theintercept/document/2014/04/04/full-spectrum-cyber-effects/,Full-Spectrum Cyber Effects,4/4/14,GCHQ Full Spectrum Cyber Effects,https://firstlook.org/theintercept/2014/04/04/cuban-twitter-scam-social-media-tool-disseminating-government-propaganda/,Intercept,"The sham ""Cuban Twitter"" program, along with top secret NSA documents, show how western governments exploit the Internet to manipulate political discourse."
https://firstlook.org/theintercept/document/2014/04/04/2009-sigdev-conference/,2009 SigDev Conference,4/4/14,GCHQ Full Spectrum Cyber Effects,https://firstlook.org/theintercept/2014/04/04/cuban-twitter-scam-social-media-tool-disseminating-government-propaganda/,Intercept,"The sham ""Cuban Twitter"" program, along with top secret NSA documents, show how western governments exploit the Internet to manipulate political discourse."
https://firstlook.org/theintercept/document/2014/03/20/hunt-sys-admins/,I Hunt Sys Admins,3/20/14,Targeting System Administrator Accounts to Access Networks,https://firstlook.org/theintercept/article/2014/03/20/inside-nsa-secret-efforts-hunt-hack-system-administrators/,Intercept,"Across the world, people who work as system administrators keep computer networks in order – and this has turned them into unwitting targets of the NSA for simply doing their jobs."
https://firstlook.org/theintercept/document/2014/03/12/one-way-quantum/,There Is More Than One Way to Quantum,3/20/14,Targeting System Administrator Accounts to Access Networks,https://firstlook.org/theintercept/article/2014/03/20/inside-nsa-secret-efforts-hunt-hack-system-administrators/,Intercept,"Across the world, people who work as system administrators keep computer networks in order – and this has turned them into unwitting targets of the NSA for simply doing their jobs."
https://firstlook.org/theintercept/document/2014/03/17/nsa-secretly-masqueraded-facebook-hack-computers-surveillance/,Video: How the NSA Secretly Masqueraded as Facebook to Hack Computers for Surveillance,3/20/14,Targeting System Administrator Accounts to Access Networks,https://firstlook.org/theintercept/article/2014/03/20/inside-nsa-secret-efforts-hunt-hack-system-administrators/,Intercept,"Across the world, people who work as system administrators keep computer networks in order – and this has turned them into unwitting targets of the NSA for simply doing their jobs."
https://firstlook.org/theintercept/document/2014/03/13/third-party-relationships/ ?Edi,Third Party Relationships,3/13/14,NSA Cooperative Third Party Relationships,https://firstlook.org/theintercept/article/2014/03/13/nsa-elected-officials-foreign-countries-unaware-countries-cooperation-us/,Intercept,A new NSA document sheds new light on what foreign officials know (and don't know) about spying operations in their own countries.
https://firstlook.org/theintercept/document/2014/03/12/thousands-implants/,Thousands of Implants,3/12/14,TURBINE and TURMOIL,https://firstlook.org/theintercept/article/2014/03/12/nsa-plans-infect-millions-computers-malware/,Intercept,The NSA is dramatically expanding its ability to covertly deploy malware on a mass scale.
https://firstlook.org/theintercept/document/2014/03/12/industrial-scale-exploitation/,Industrial-Scale Exploitation,3/12/14,TURBINE and TURMOIL,https://firstlook.org/theintercept/article/2014/03/12/nsa-plans-infect-millions-computers-malware/,Intercept,The NSA is dramatically expanding its ability to covertly deploy malware on a mass scale.
https://firstlook.org/theintercept/document/2014/03/12/nsa-technology-directorate-analysis-converged-data/,NSA Technology Directorate Analysis of Converged Data,3/12/14,TURBINE and TURMOIL,https://firstlook.org/theintercept/article/2014/03/12/nsa-plans-infect-millions-computers-malware/,Intercept,The NSA is dramatically expanding its ability to covertly deploy malware on a mass scale.
https://firstlook.org/theintercept/document/2014/03/12/nsa-phishing-tactics-man-middle-attacks/,NSA Phishing Tactics and Man in the Middle Attacks,3/12/14,TURBINE and TURMOIL,https://firstlook.org/theintercept/article/2014/03/12/nsa-plans-infect-millions-computers-malware/,Intercept,The NSA is dramatically expanding its ability to covertly deploy malware on a mass scale.
